study_id,link_to_study,study_title,study_year,Journal,Citations,Label
hm0014,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30752-2/fulltext,"Global burden of 87 risk factors in 204 countries and territories, 1990–2019: a systematic analysis for the Global Burden of Disease Study 2019",2020,Lancet,9,H_and_M
hm0015,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30526-2/fulltext?vid=184,COVID-19: the gendered impacts of the outbreak,2020,Lancet,1021,H_and_M
hm0016,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)32822-8/fulltext,"The Global Syndemic of Obesity, Undernutrition, and Climate Change: The Lancet Commission report",2019,Lancet,0,H_and_M
hm0017,https://www.sciencedirect.com/science/article/pii/S014067361730819X,"Smoking prevalence and attributable disease burden in 195 countries and territories, 1990–2015: a systematic analysis from the Global Burden of Disease Study 2015",2017,Lancet,0,H_and_M
hm0018,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30673-5/fulltext,COVID-19: towards controlling of a pandemic,2020,Lancet,0,H_and_M
hm0019,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(19)31149-3/fulltext,"Dulaglutide and cardiovascular outcomes in type 2 diabetes (REWIND): a double-blind, randomised placebo-controlled trial",2019,Lancet,0,H_and_M
hm0020,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31187-9/fulltext,Clinical impact of COVID-19 on patients with cancer (CCC19): a cohort study,2020,Lancet,0,H_and_M
hm0021,https://www.sciencedirect.com/science/article/abs/pii/S0140673618304896,"Prevention and treatment of low back pain: evidence, challenges, and promising directions",2018,Lancet,4,H_and_M
hm0022,https://www.sciencedirect.com/science/article/abs/pii/S0140673619311468,Oral diseases: a global public health challenge,2019,Lancet,12,H_and_M
hm0023,https://www.sciencedirect.com/science/article/pii/S0140673620304116,Preparedness and vulnerability of African countries against importations of COVID-19: a modelling study,2020,Lancet,790,H_and_M
hm0024,https://www.sciencedirect.com/science/article/abs/pii/S0140673617318688,"Efficacy and safety of voretigene neparvovec (AAV2-hRPE65v2) in patients with RPE65-mediated inherited retinal dystrophy: a randomised, controlled, open-label, phase 3 trial",2017,Lancet,1044,H_and_M
hm0025,https://www.sciencedirect.com/science/article/pii/S0140673618316945,"Forecasting life expectancy, years of life lost, and all-cause and cause-specific mortality for 250 causes of death: reference and alternative scenarios for 2016–40 for 195 countries and territories",2018,Lancet,5,H_and_M
hm0026,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(17)30638-4/supplemental,"Effect of early tranexamic acid administration on mortality, hysterectomy, and other morbidities in women with post-partum haemorrhage (WOMAN): an international, randomised, double-blind, placebo-controlled trial",2017,Lancet,11,H_and_M
hm0027,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)32261-X/fulltext,"Albiglutide and cardiovascular outcomes in patients with type 2 diabetes and cardiovascular disease (Harmony Outcomes): a double-blind, randomised placebo-controlled trial",2018,Lancet,0,H_and_M
hm0028,https://www.sciencedirect.com/science/article/pii/S0140673621009478,"Impact and effectiveness of mRNA BNT162b2 vaccine against SARS-CoV-2 infections and COVID-19 cases, hospitalisations, and deaths following a nationwide vaccination campaign in Israel: an observational study using national surveillance data",2021,Lancet,1212,H_and_M
hm0029,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31173-9/fulltext,COVID-19 mortality in patients with cancer on chemotherapy or other anticancer treatments: a prospective cohort study,2020,Lancet,1,H_and_M
hm0030,https://www.sciencedirect.com/science/article/abs/pii/S014067361730003X,Syndemics and the biosocial conception of health,2017,Lancet,735,H_and_M
hm0031,https://www.sciencedirect.com/science/article/abs/pii/S0140673617316343,"The effect of physical activity on mortality and cardiovascular disease in 130 000 people from 17 high-income, middle-income, and low-income countries: the PURE study",2017,Lancet,2,H_and_M
hm0032,https://www.sciencedirect.com/science/article/pii/S0140673621004323,Socioeconomic status and the 25 × 25 risk factors as determinants of premature mortality: a multicohort study and meta-analysis of 1·7 million men and women,2021,Lancet,1,H_and_M
hm0033,https://www.sciencedirect.com/science/article/pii/S0140673620307467,Single-dose administration and the influence of the timing of the booster dose on immunogenicity and efficacy of ChAdOx1 nCoV-19 (AZD1222) vaccine: a pooled analysis of four randomised trials,2020,Lancet,4,H_and_M
hm0034,https://www.sciencedirect.com/science/article/pii/S0140673620307467,"First-wave COVID-19 transmissibility and severity in China outside Hubei after control measures, and second-wave scenario planning: a modelling impact assessment",2020,Lancet,608,H_and_M
hm0035,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30134-X/supplemental,"First-wave COVID-19 transmissibility and severity in China outside Hubei after control measures, and second-wave scenario planning: a modelling impact assessment",2018,Lancet,608,H_and_M
hm0036,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30841-9/fulltext,Prevalence and risk factors of chronic obstructive pulmonary disease in China (the China Pulmonary Health [CPH] study): a national cross-sectional study,2018,Lancet,1,H_and_M
hm0037,https://www.thelancet.com/journals/laninf/article/PIIS0140-6736(20)32000-6/fulltext,Offline: COVID-19 is not a pandemic,2020,Lancet,0,H_and_M
hm0038,https://www.sciencedirect.com/science/article/abs/pii/S0140673618312571,"Pembrolizumab versus paclitaxel for previously treated, advanced gastric or gastro-oesophageal junction cancer (KEYNOTE-061): a randomised, open-label, controlled, phase 3 trial",2018,Lancet,1,H_and_M
hm0039,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(17)30397-5/fulltext?rss%3Dyes=,Derivation and validation of the predicting bleeding complications in patients undergoing stent implantation and subsequent dual antiplatelet therapy (PRECISE-DAPT) score: a pooled analysis of individual-patient datasets from clinical trials,2017,Lancet,1,H_and_M
hm0040,https://www.sciencedirect.com/science/article/abs/pii/S0140673617300685,"Switching from originator infliximab to biosimilar CT-P13 compared with maintained treatment with originator infliximab (NOR-SWITCH): a 52-week, randomised, double-blind, non-inferiority trial",2017,Lancet,8,H_and_M
hm0041,https://www.sciencedirect.com/science/article/pii/S0140673618318099,Carbohydrate quality and human health: a series of systematic reviews and meta-analyses,2019,Lancet,0,H_and_M
hm0042,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(17)30879-6/fulltext,After asthma: redefining airways diseases,2017,Lancet,4,H_and_M
hm0043,https://eprints.gla.ac.uk/213919/7/213919.pdf ,Parenting in a time of COVID-19,2020,Lancet,1,H_and_M
hm0044,https://www.sciencedirect.com/science/article/pii/S0140673618324863,"Radiotherapy to the primary tumour for newly diagnosed, metastatic prostate cancer (STAMPEDE): a randomised controlled phase 3 trial",2018,Lancet,2,H_and_M
hm0045,https://www.sciencedirect.com/science/article/abs/pii/S0140673617324789,"Prevalence, awareness, treatment, and control of hypertension in China: data from 1·7 million adults in a population-based screening study (China PEACE Million Persons Project)",2017,Lancet,642,H_and_M
hm0046,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)00183-5/fulltext?outputType=amp,"Resurgence of COVID-19 in Manaus, Brazil, despite high seroprevalence",2021,Lancet,0,H_and_M
hm0047,https://www.sciencedirect.com/science/article/abs/pii/S014067361631594X,"Bortezomib with lenalidomide and dexamethasone versus lenalidomide and dexamethasone alone in patients with newly diagnosed myeloma without intent for immediate autologous stem-cell transplant (SWOG S0777): a randomised, open-label, phase 3 trial",2017,Lancet,601,H_and_M
hm0048,https://www.sciencedirect.com/science/article/abs/pii/S0140673616316981,Investing in the foundation of sustainable development: pathways to scale up for early childhood development,2017,Lancet,466,H_and_M
hm0049,https://www.sciencedirect.com/science/article/abs/pii/S0140673618304884,Low back pain: a call for action,2018,Lancet,108,H_and_M
hm0050,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(17)31267-9/fulltext,The need for a complex systems model of evidence for public health,2017,Lancet,11,H_and_M
hm0051,https://www.nature.com/articles/s41591-018-0300-7,High-performance medicine: the convergence of human and artificial intelligence,2019,Nature Medicine,2423,H_and_M
hm0052,https://www.nature.com/articles/nm.4333,"Mutational landscape of metastatic cancer revealed from prospective clinical sequencing of 10,000 patients",2017,Nature Medicine,1,H_and_M
hm0053,https://www.nature.com/articles/s41591-021-01377-8,Neutralizing antibody levels are highly predictive of immune protection from symptomatic SARS-CoV-2 infection,2021,Nature Medicine,2752,H_and_M
hm0054,https://www.nature.com/articles/s41591-018-0092-9,Senolytics improve physical function and increase lifespan in old age,2018,Nature Medicine,0,H_and_M
hm0055,https://www.nature.com/articles/nm.4236,A purified membrane protein from Akkermansia muciniphila or the pasteurized bacterium improves metabolism in obese and diabetic mice,2016,Nature Medicine,1233,H_and_M
hm0056,https://www.nature.com/articles/s41591-018-0016-8,Molecular subtypes of diffuse large B cell lymphoma are associated with distinct pathogenic mechanisms and outcomes,2018,Nature Medicine,0,H_and_M
hm0057,https://www.nature.com/articles/nm.4294,An emerging role for neutrophil extracellular traps in noninfectious disease,2017,Nature Medicine,729,H_and_M
hm0058,https://www.nature.com/articles/s41591-018-0049-z,CRISPR–Cas9 genome editing induces a p53-mediated DNA damage response,2018,Nature Medicine,0,H_and_M
hm0059,https://www.nature.com/articles/S41591-021-01294-w,Resistance of SARS-CoV-2 variants to neutralization by monoclonal and serum-derived polyclonal antibodies,2021,Nature Medicine,5,H_and_M
hm0060,https://www.nature.com/articles/s41591-020-1038-6,A dynamic COVID-19 immune signature includes associations with poor prognosis,2020,Nature Medicine,0,H_and_M
hm0061,https://www.nature.com/articles/nm.4385,Targeting cellular senescence prevents age-related bone loss in mice,2017,Nature Medicine,0,H_and_M
hm0062,https://www.nature.com/articles/s41591-018-0040-8,Immune recognition of somatic mutations leading to complete durable regression in metastatic breast cancer,2018,Nature Medicine,536,H_and_M
hm0063,https://www.nature.com/articles/s41591-021-01318-5,Sensitivity of infectious SARS-CoV-2 B.1.1.7 and B.1.351 variants to neutralizing antibodies,2021,Nature Medicine,2,H_and_M
hm0064,https://www.nature.com/articles/s41591-018-0078-7,Single-cell profiling of breast cancer T cells reveals a tissue-resident memory subset associated with improved prognosis,2018,Nature Medicine,0,H_and_M
hm0065,https://www.nature.com/articles/s41591-021-01270-4,"Neutralization of SARS-CoV-2 spike 69/70 deletion, E484K and N501Y variants by BNT162b2 vaccine-elicited sera",2021,Nature Medicine,0,H_and_M
hm0066,https://www.nature.com/articles/s41591-019-0462-y,Deep learning can predict microsatellite instability directly from histology in gastrointestinal cancer,2019,Nature Medicine,650,H_and_M
hm0067,https://www.nature.com/articles/nm.4466,High-dimensional single-cell analysis predicts response to anti-PD-1 immunotherapy,2018,Nature Medicine,0,H_and_M
hm0068,https://www.nature.com/articles/s41591-018-0304-3.,Serum neurofilament dynamics predicts neurodegeneration and clinical progression in presymptomatic Alzheimer’s disease,2019,Nature Medicine,25,H_and_M
hm0069,https://www.nature.com/articles/s41591-018-0137-0,A high-fidelity Cas9 mutant delivered as a ribonucleoprotein complex enables efficient gene editing in human hematopoietic stem and progenitor cells,2018,Nature Medicine,496,H_and_M
hm0070,https://www.nature.com/articles/s41591-020-0863-y,"If the world fails to protect the economy, COVID-19 will damage health not just now but also in the future",2020,Nature Medicine,352,H_and_M
hm0071,https://www.nature.com/articles/nm.4307,Oncostatin M drives intestinal inflammation and predicts response to tumor necrosis factor–neutralizing therapy in patients with inflammatory bowel disease,2017,Nature Medicine,0,H_and_M
hm0072,https://www.nature.com/articles/s41591-018-0052-4,An inhibitor of oxidative phosphorylation exploits cancer vulnerability,2018,Nature Medicine,0,H_and_M
hm0073,https://www.nature.com/articles/nm.4381,Antimalarial drug resistance: linking Plasmodium falciparum parasite biology to the clinic,2017,Nature Medicine,347,H_and_M
hm0074,https://www.nature.com/articles/nm.4490,Haploinsufficiency leads to neurodegeneration in C9ORF72 ALS/FTD human induced motor neurons,2018,Nature Medicine,0,H_and_M
hm0075,https://www.nature.com/articles/nm.4443,Amyloid-β plaques enhance Alzheimer's brain tau-seeded pathologies by facilitating neuritic plaque tau aggregation,2017,Nature Medicine,0,H_and_M
hm0076,https://www.nature.com/articles/s41591-018-0233-1,Venetoclax with azacitidine disrupts energy metabolism and targets leukemia stem cells in patients with acute myeloid leukemia,2018,Nature Medicine,416,H_and_M
hm0077,https://www.nature.com/articles/nm.4268,Antibody 10-1074 suppresses viremia in HIV-1-infected individuals,2017,Nature Medicine,0,H_and_M
hm0078,https://www.nature.com/articles/s41591-020-0805%E2%80%938,Neoadjuvant immunotherapy leads to pathological responses in MMR-proficient and MMR-deficient early-stage colon cancers,2020,Nature Medicine,1,H_and_M
hm0079,https://www.nature.com/articles/s41591-018-0222-4,Gut microbiota and intestinal FXR mediate the clinical benefits of metformin,2018,Nature Medicine,0,H_and_M
hm0080,https://www.nature.com/articles/s41591-019-0458-7,Metagenomic and metabolomic analyses reveal distinct stage-specific phenotypes of the gut microbiota in colorectal cancer,2019,Nature Medicine,2,H_and_M
hm0081,https://www.nature.com/articles/nm.4308,VISTA is an inhibitory immune checkpoint that is increased after ipilimumab therapy in patients with prostate cancer,2017,Nature Medicine,415,H_and_M
hm0082,https://www.nature.com/articles/s41591-019-0432-4,Immune induction strategies in metastatic triple-negative breast cancer to enhance the sensitivity to PD-1 blockade: the TONIC trial,2019,Nature Medicine,0,H_and_M
hm0083,https://www.nature.com/articles/nm.4392,GFRAL is the receptor for GDF15 and the ligand promotes weight loss in mice and nonhuman primates,2017,Nature Medicine,435,H_and_M
hm0084,https://www.nature.com/articles/s41591-018-0275-4,Exercise-linked FNDC5/irisin rescues synaptic plasticity and memory defects in Alzheimer’s models,2019,Nature Medicine,0,H_and_M
hm0085,https://www.nature.com/articles/nm.4394,GFRAL is the receptor for GDF15 and is required for the anti-obesity effects of the ligand,2017,Nature Medicine,0,H_and_M
hm0086,https://www.nature.com/articles/s41591-021-01548-7,Effect of Delta variant on viral burden and vaccine effectiveness against new SARS-CoV-2 infections in the UK,2021,Nature Medicine,342,H_and_M
hm0087,https://www.nature.com/articles/s41591-021-01316-7,Initial report of decreased SARS-CoV-2 viral load after inoculation with the BNT162b2 vaccine,2021,Nature Medicine,0,H_and_M
hm0088,https://www.nature.com/articles/s41591-019-0357-y,A single dose of neoadjuvant PD-1 blockade predicts clinical outcomes in resectable melanoma,2019,Nature Medicine,18,H_and_M
hm0089,https://www.nature.com/articles/nm.4393,The metabolic effects of GDF15 are mediated by the orphan receptor GFRAL,2017,Nature Medicine,0,H_and_M
hm0090,https://www.nature.com/articles/nm.4291,A subset of platinum-containing chemotherapeutic agents kills cells by inducing ribosome biogenesis stress,2017,Nature Medicine,342,H_and_M
hm0091,https://www.nature.com/articles/s41591-018-0175-7,Neuromodulation of lumbosacral spinal networks enables independent stepping after complete paraplegia,2018,Nature Medicine,0,H_and_M
hm0092,https://www.nature.com/articles/nm.4493,"H3B-8800, an orally available small-molecule splicing modulator, induces lethality in spliceosome-mutant cancers",2018,Nature Medicine,0,H_and_M
hm0093,https://www.nature.com/articles/nm.4411,Defining total-body AIDS-virus burden with implications for curative strategies,2017,Nature Medicine,291,H_and_M
hm0094,https://www.nature.com/articles/s41591-018-0059-x,The human heart contains distinct macrophage subsets with divergent origins and functions,2018,Nature Medicine,373,H_and_M
hm0095,https://www.nature.com/articles/s41591-018-0157-9,Robust prediction of response to immune checkpoint blockade therapy in metastatic melanoma,2018,Nature Medicine,389,H_and_M
hm0096,https://www.nature.com/articles/nm.4399,Targeting mitochondrial oxidative phosphorylation eradicates therapy-resistant chronic myeloid leukemia stem cells,2017,Nature Medicine,337,H_and_M
hm0097,https://www.science.org/doi/full/10.1126/science.abb3221,Substantial undocumented infection facilitates the rapid dissemination of novel coronavirus (SARS-CoV-2),2020,Science,3,H_and_M
hm0098,https://www.science.org/doi/full/10.1126/science.aba9757,The effect of travel restrictions on the spread of the 2019 novel coronavirus (COVID-19) outbreak,2020,Science,0,H_and_M
hm0099,https://www.science.org/doi/abs/10.1126/science.aao2998,The science of fake news,2018,Science,0,H_and_M
hm0100,https://www.science.org/doi/full/10.1126/science.abb3405,Crystal structure of SARS-CoV-2 main protease provides a basis for design of improved α-ketoamide inhibitors,2020,Science,0,H_and_M
hm0101,https://www.science.org/doi/full/10.1126/science.abb3405,CRISPR-Cas12a target binding unleashes indiscriminate single-stranded DNase activity,2018,Science,0,H_and_M
hm0102,https://www.science.org/doi/full/10.1126/science.aao3290,The commensal microbiome is associated with anti–PD-1 efficacy in metastatic melanoma patients,2018,Science,1738,H_and_M
hm0103,https://www.science.org/doi/full/10.1126/science.abc1669,SARS-CoV-2 productively infects human gut enterocytes,2020,Science,2,H_and_M
hm0104,https://www.science.org/doi/full/10.1126/science.aao5774,Gut bacteria selectively promoted by dietary fibers alleviate type 2 diabetes,2018,Science,0,H_and_M
hm0105,https://www.science.org/doi/full/10.1126/science.abd2985,Neuropilin-1 facilitates SARS-CoV-2 cell entry and infectivity,2020,Science,0,H_and_M
hm0106,https://www.science.org/doi/abs/10.1126/science.aas9100,CO2 electroreduction to ethylene via hydroxide-mediated copper catalysis at an abrupt interface,2018,Science,1428,H_and_M
hm0107,https://www.science.org/doi/abs/10.1126/science.aaf1292,T cell costimulatory receptor CD28 is a primary target for PD-1–mediated inhibition,2017,Science,0,H_and_M
hm0108,https://www.science.org/doi/full/10.1126/science.aah6524,Gender stereotypes about intellectual ability emerge early and influence children’s interests,2017,Science,488,H_and_M
hm0109,https://www.science.org/doi/full/10.1126/science.abc6952,A neutralizing human antibody binds to the N-terminal domain of the Spike protein of SARS-CoV-2,2020,Science,0,H_and_M
hm0110,https://www.science.org/doi/full/10.1126/science.abd0831,Antibody cocktail to SARS-CoV-2 spike protein prevents rapid mutational escape seen with individual antibodies,2020,Science,1106,H_and_M
hm0111,https://www.science.org/doi/full/10.1126/science.abe8770,Quantum computational advantage using photons,2020,Science,1,H_and_M
hm0112,https://www.science.org/doi/full/10.1126/science.aal4617,The fading American dream: Trends in absolute income mobility since 1940,2017,Science,39,H_and_M
hm0113,https://www.science.org/doi/full/10.1126/science.abc8511,Deep immune profiling of COVID-19 patients reveals distinct immunotypes with therapeutic implications,2020,Science,61,H_and_M
hm0114,https://www.science.org/doi/full/10.1126/science.abb8001,Changes in contact patterns shape the dynamics of the COVID-19 outbreak in China,2020,Science,0,H_and_M
hm0115,https://www.science.org/doi/full/10.1126/science.aam9288,Quantum internet: A vision for the road ahead,2018,Science,0,H_and_M
hm0116,https://www.science.org/doi/full/10.1126/science.abc5902,Potent neutralizing antibodies from COVID-19 patients define multiple targets of vulnerability,2020,Science,0,H_and_M
hm0117,https://www.science.org/doi/full/10.1126/science.aav3506,What would it take for renewably powered electrosynthesis to displace petrochemical processes?,2019,Science,5,H_and_M
hm0118,https://www.science.org/doi/full/10.1126/science.aan4672,Gene therapy comes of age,2018,Science,1,H_and_M
hm0119,https://www.science.org/doi/full/10.1126/science.aam6284,The irreversible momentum of clean energy,2017,Science,756,H_and_M
hm0120,https://www.science.org/doi/abs/10.1126/science.aax3100,Pervasive human-driven decline of life on Earth points to the need for transformative change,2019,Science,0,H_and_M
hm0121,https://www.science.org/doi/abs/10.1126/science.aat5011,CRISPR-Cas guides the future of genetic engineering,2018,Science,889,H_and_M
hm0122,https://www.science.org/doi/full/10.1126/science.aap9811,"Swope Supernova Survey 2017a (SSS17a), the optical counterpart to a gravitational wave source",2017,Science,739,H_and_M
hm0123,https://www.science.org/doi/full/10.1126/science.abb4557,Effective containment explains subexponential growth in recent confirmed COVID-19 cases in China,2020,Science,584,H_and_M
hm0124,https://www.science.org/doi/full/10.1126/science.aam8526,Loss of a mammalian circular RNA locus causes miRNA deregulation and affects brain function,2017,Science,1,H_and_M
hm0125,https://www.science.org/doi/full/10.1126/science.aag1381,Clonal hematopoiesis associated with TET2 deficiency accelerates atherosclerosis development in mice,2017,Science,0,H_and_M
hm0126,https://www.science.org/doi/full/10.1126/science.abc4776,SARS-CoV-2 infection protects against rechallenge in rhesus macaques,2020,Science,0,H_and_M
hm0127,https://www.science.org/doi/full/10.1126/science.aan2475,Chemogenetics revealed: DREADD occupancy and activation via converted clozapine,2017,Science,708,H_and_M
hm0128,https://www.science.org/doi/full/10.1126/science.aal3222,An environment-dependent transcriptional network specifies human microglia identity,2017,Science,756,H_and_M
hm0129,https://www.science.org/doi/full/10.1126/science.aaj2191,Antibiotic tolerance facilitates the evolution of resistance,2017,Science,0,H_and_M
hm0130,https://www.science.org/doi/full/10.1126/science.aan6836,Antibody-dependent enhancement of severe dengue disease in humans,2017,Science,91,H_and_M
hm0131,science.org/doi/full/10.1126/science.abc6197,Reducing transmission of SARS-CoV-2,2020,Science,0,H_and_M
hm0132,https://www.science.org/doi/full/10.1126/science.aaw7515,Atomically dispersed Fe3+ sites catalyze efficient CO2 electroreduction to CO,2019,Science,0,H_and_M
hm0133,https://www.science.org/doi/full/10.1126/science.aao4572,Patient HLA class I genotype influences cancer response to checkpoint blockade immunotherapy,2017,Science,0,H_and_M
hm0134,https://www.science.org/doi/full/10.1126/science.abe8499,SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo,2020,Science,1,H_and_M
hm0135,https://www.science.org/doi/full/10.1126/science.abb9789,Inferring change points in the spread of COVID-19 reveals the effectiveness of interventions,2020,Science,1,H_and_M
hm0136,https://www.science.org/doi/full/10.1126/science.aau3879,Somatic mutant clones colonize the human esophagus with age,2018,Science,0,H_and_M
hm0137,https://www.science.org/doi/abs/10.1126/science.aav0379,Amphibian fungal panzootic causes catastrophic and ongoing loss of biodiversity,2019,Science,0,H_and_M
hm0138,https://www.science.org/doi/full/10.1126/science.aan5931,Gut microbiome–mediated bile acid metabolism regulates liver cancer via NKT cells,2018,Science,14,H_and_M
hm0139,https://www.science.org/doi/abs/10.1126/science.aah4307,SOX2 promotes lineage plasticity and antiandrogen resistance in TP53- and RB1-deficient prostate cancer,2017,Science,0,H_and_M
hm0140,https://www.science.org/doi/full/10.1126/science.aat3466,Increase in crop losses to insect pests in a warming climate,2018,Science,636,H_and_M
hm0141,https://www.science.org/doi/abs/10.1126/science.aah4199,"Rb1 and Trp53 cooperate to suppress prostate cancer lineage plasticity, metastasis, and antiandrogen resistance",2017,Science,0,H_and_M
hm0142,https://www.science.org/doi/full/10.1126/science.aar2131,Single-cell transcriptomics of the mouse kidney reveals potential cellular targets of kidney disease,2018,Science,0,H_and_M
hm0143,https://www.science.org/doi/full/10.1126/science.aat9513,Hierarchically porous polymer coatings for highly efficient passive daytime radiative cooling,2018,Science,0,H_and_M
hm0144,https://www.science.org/doi/full/10.1126/science.aar7366,RNA buffers the phase separation behavior of prion-like RNA binding proteins,2018,Science,0,H_and_M
hm0145,https://www.science.org/doi/full/10.1126/science.aav7893,"Spontaneous behaviors drive multidimensional, brainwide activity",2019,Science,41,H_and_M
hm0146,https://www.science.org/doi/abs/10.1126/science.aan8285,Energy storage: The future enabled by nanomaterials,2019,Science,957,H_and_M
hm0147,https://www.science.org/doi/full/10.1126/science.aai8478,"Decoupling genetics, lineages, and microenvironment in IDH-mutant gliomas by single-cell RNA-seq",2017,Science,1,H_and_M
hm0148,https://www.science.org/doi/full/10.1126/science.aal4108,A human-driven decline in global burned area,2017,Science,53,H_and_M
hm0149,https://www.science.org/doi/abs/10.1126/science.aan4187,Inactivation of porcine endogenous retrovirus in pigs using CRISPR-Cas9,2017,Science,23,H_and_M
hm0150,https://www.science.org/doi/full/10.1126/science.abc6810,A mathematical model reveals the influence of population heterogeneity on herd immunity to SARS-CoV-2,2020,Science,480,H_and_M
hm0151,https://www.science.org/doi/full/10.1126/science.abd0826,Structure-based design of prefusion-stabilized SARS-CoV-2 spikes,2020,Science,0,H_and_M
hm0152,https://www.science.org/doi/full/10.1126/science.aan2409,Eutrophication will increase during the 21st century as a result of precipitation changes,2017,Science,0,H_and_M
hm0153,https://www.science.org/doi/full/10.1126/science.aav7911,Carrier lifetimes of >1 μs in Sn-Pb perovskites enable efficient all-perovskite tandem solar cells,2019,Science,0,H_and_M
hm0154,https://www.bmj.com/content/369/bmj.m1966,Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study,2020,BMJ,1692,H_and_M
hm0155,https://scholar.google.com/scholar?oi=bibs&cluster=8638172954119913886&btnI=1&hl=en,"Hydroxychloroquine in patients with mainly mild to moderate coronavirus disease 2019: open label, randomised controlled trial",2020,BMJ,2,H_and_M
hm0156,https://scholar.google.com/scholar?oi=bibs&cluster=4059150921796699771&btnI=1&hl=en,The psychological effects of quarantining a city,2020,BMJ,511,H_and_M
hm0157,https://scholar.google.com/scholar?oi=bibs&cluster=8514897504721271321&btnI=1&hl=en,Characteristics and outcomes of pregnant women admitted to hospital with confirmed SARS-CoV-2 infection in UK: national population based cohort study,2020,BMJ,659,H_and_M
hm0158,https://scholar.google.com/scholar?oi=bibs&cluster=1532061037408373308&btnI=1&hl=en,Consumption of ultra-processed foods and cancer risk: results from NutriNet-Santé prospective cohort,2018,BMJ,0,H_and_M
hm0159,https://scholar.google.com/scholar?oi=bibs&cluster=7775452616716965214&btnI=1&hl=en,Characterization and clinical course of 1000 patients with coronavirus disease 2019 in New York: retrospective case series,2020,BMJ,2,H_and_M
